0,1,"Sistema opioidearen eta kannabinoidearen parte hartzea giza ugalketan ."
0,2,"Ernalketa gertatzeko"
0,3,"espermatozoideek emearen umetoki-tronpara heldu behar dute *"
0,4,"obozitoek obariotik askatu behar dute"
0,5,"eta azkenik * falopioren-tronpara iritsi eta elkarrekin fusionatu behar dute ."
0,6,"Gametoen heltzeak * bidaiatzeak eta fusionatzeak koordinazio oso fina eskatzen dute ."
0,7,"Hainbat komunikazio sistema identifikatu dira arra eta emearen ugal-aparatuetan * besteak beste * serotonina * neurokinina * glizina edo azetil kolinaren sitemak ."
0,8,"Baina gure interesa piztu dutenak * sistema opioidea eta kannabinoidea izan dira ."
0,9,"Opioideak eta kannabinoideak bi droga-talde psikoaktiboak dira ."
0,10,"Opioideak peptidoak dira eta kannabinoideak lipidoak *"
0,11,"baina biak antzeko profil farmakologikoa dute ."
0,12,"Zelulan substantzia bakoitzak hartzaile desberdinak aktibatzen ditu *"
0,13,"baina opioide - zein kannabinoide-hartzaileak G proteinei lotuta daude * zehazki Gi / o proteinei ."
0,14,"Ligando mota biak bere funtzioa bete ondoren"
0,15,"entzima espezifikoen bitartez inaktibatzen dira ."
0,16,"Gaur egun * barne-sistema opioide eta kannabinoideari buruzko informazio ugari daukagu"
0,17,"eta bi sistemen funtzioak organismoaren hainbat organotan aztertuak izan dira ."
1,18,"Gure taldearen helburu orokorra bi sistema hauek ugalketan izan lezaketen inplikazioa aztertzea da ."
0,19,"Zehazki * ernalketan parte hartzen duten espermatozoideen eta obozitoen erregulazioan opioideek eta kannabinoideek duten eragina aztertu nahi dugu ."
0,20,"Eta horretarako * sistema bakoitzaren osagaiak aztertuko ditugu ."
0,21,"PCR teknikaren bidez RNA mezularien agerpena frogatuko dugu ;"
0,22,"immunoblota eginez"
0,23,"hartzaileak * entzimak eta peptidoen presentzia baieztatuko dugu ;"
0,24,"immunozitokimika"
0,25,"proteina eta peptidoen kokapena zehazteko"
0,26,"erabiliko dugu ;"
0,27,"azkenik *"
0,28,"sistema bakoitzaren funtzionalitatea aztertzeko *"
0,29,"agonistekin * antagonistekin eta entzimen inhibitzaileekin inkubazioak aurrera eramango ditugu ."
0,30,"Gaur arte * opioide - eta kannabinoide-hartzaileak giza espermatozoideetan agertzen direla deskribatu dugu *"
0,31,"mugikortasunean duten garrantzia ere aztertuz ."
0,32,"Era berean * kolaborazio baten bidez * sistema bakoitzeko entzima anderatzaileen presentzia eta funtzioa aztertu dugu ."
0,33,"Bestaldetik * opioide - eta kannabinoide-hartzaileen kokapena giza obozitoetan deskribatu dugu *"
0,34,"hauen heltze prozesuan aurkezten duten lokalizazio aldaketak arakatuz ."
0,35,"Eta orain * sistema hauen entzima anderatzaileak eta ligandoak obozitoetan aztertzen ari gara ."
0,36,"Ikerketa lerroa zabaltzeko"
0,37,"giza enbrioietan * endometrioan eta falopioren tronpan ere antzeko esperimentuak aurrera eramateko ideia daukagu ."
0,38,"Modu honetan"
0,39,"ugalketan parte hartzen duten zelulak ( espermatozoideak eta obozitoak ) inguruneak ( tronpak eta endometrioa ) eta ernalketa gertatzean"
0,40,"sortzen den berria ( enbrioia ) aztertu ahal izango dugu ."
0,1,"Nerbio-sistema zentralaren lesio-ondoko plastikotasuna ."
0,2,"Nerbio-sistema zentralak lesio baten ondoren galdutako funtzioak berreskuratzeko edota inguruneko eskakizun berriei aurre egiteko duen ahalmena plastikotasuna da ."
0,3,"Honek burmuina etengabe aldatzen ari dela adierazten du *"
0,4,"horrela aldaketa mekanismo hauen ezagutzak helburu zehatz baterako moldaketa estrategiak diseinatzea ahalbidetuko luke ."
0,5,"Burmuinaren gaitasun plastikoan parte hartzen duten faktoreen artean garrantzitsuenetarikoa izakiaren adina da * edo berdina den nerbio-sistemaren heldutasun maila ."
0,6,"Gure laborategiko aurretiko lanetan ikusi dugu * arratoi jaioberrietan erretinaren erauzketak mesentzefaloko goiko kolikuluetako ikusmen geruzetan aldaketa nabarmenak eta egonkorrak jasaten dituela *"
0,7,"kolikuluetako ukigabeko beste aferentzia sentsorialak hedatu egiten direlako ."
0,8,"Bestalde *"
0,9,"lesioa arratoi helduetan burutzen denean"
0,10,"ez da axoi-hazkuntza prozesurik ematen ."
0,11,"Hau da * nahiz eta burmuin helduak oraindik aldaketa gutxi batzuk jasateko ahalmena izan *"
0,12,"garapenean zehar nerbio-sistemaren gaitasun plastikoa murriztuz doa *"
0,13,"hazkuntza-faktoreak galdu edota hazkuntzaren faktore inhibitzaileak agertzen direlako ."
1,14,"Hori dela eta gure taldean nerbio-sistema heldua eta heldugabekoaren arteko gaitasun plastiko ezberdinaren oinarri morfologikoak aztertzen ari gara ."
0,15,"Horretarako bi pauso nagusi ematen ditugu :"
0,16,"i ) Ikusmen-sistemaren konexioak manipulatu aldaketak sortaraziz *"
0,17,"ii ) hazkuntzaren proteina inhibitzaile edota erraztatzaileen espresio aldaketak aztertu ."
0,18,"Nerbio-sisteman lesioen ondorioz askatzen diren mekanismoen ezagutzak beraietan parte hartzen dituzten faktore molekularrak manipulatzeko bidea irekitzen du *"
0,19,"sistemaren gaitasun plastikoa eta ondorengo sendatze gaitasuna ahalbidetuz ."
0,20,"Ikerketa-lerroari dagozkien lanak aurrera eramateko finantzaketa-iturriak hurrengoak dira : FIS PI052046 * GIU06/15 * SAI07/80 * SAI08/74 * FIS PS09/00476 * GIU09/49 ."
0,1,"Transesterifikazioak . Biodieselak . Teknika esperimentalak . ( UNESCO 08/05 ) ."
1,2,"Gure ikerkuntza * kimikari esker jasangarritasunean guztiok eman ahal dugun urrats txiki batekin lotuta dago ; hain zuzen ere * hondakin bezalaxe botatzen dugun fritangako olioari erabilpen berri bat ematea bioerregai moduan ."
0,3,"Horretarako *"
0,4,"fritangako olioari zikinkeria solidoak iragazi ostean"
0,5,"alkohol metilikoarekin erreakzionaraziko diogu baldintza arruntetan"
0,6,"eta handik ordu batera * edo arinago * bi geruza edo fase desberdinak eskuratuko ditugu ."
0,7,"Behekoa ( dentsoena ) glizerinarena da"
0,8,"eta goiko geruzan olio koipetsuen metil esterrez osatuta dago ."
0,9,"Olio koipetsu hauen metil esterrak ( FAME ingelesez ) biodieselak dira ."
0,10,"Metil ester hauek aislatu eta purifikatu ostean"
0,11,"bere ezaugarritze kimikoari ekin diogu ;"
0,12,"horretarako hainbat eta hainbat propietate kimiko fisiko eta organikoak neurtu ditugu ."
0,13,"Orain arte erabilitako teknika esperimentalak ondoko hauek izan dira :"
0,14,"- Analisia elementala * C * H eta O portzentaiak determinatzeko ."
0,15,"- Gas kromatografia * masa espektroskopiarekin batera konposatu kimiko desberdinak identifikatzeko ."
0,16,"- Protoiaren erresonantzia magnetika nuklearra * RMN-1H * hidrogeno ezberdinen ingurua eta proportzioa ezagutzeko ."
0,17,"- Piknometria * metil ester hauen dentsitateak neurtzeko ."
0,18,"- Biskosimetria * beraien biskositatea determinatzeko ."
0,19,"- Iodometria * lotura bikoitzen kopurua zehazteko ."
0,20,"- Kalorimetria * metil ester hauen bero-ahalmena jakiteko ."
0,21,"- DSC kalorimetria * tenperatura baxuko portaera ezagutzeko ."
0,22,"- Bolumetria * azido askeen kantitatea zehazteko ."
0,23,"- Distilazio-kurba * irakite tenperaturen eboluzioa ezagutzeko ."
0,24,"Hauekin eta beste froga osagarri batzuekin jakin ahal izango dugu UPV / EHU unibertsitatean bai jantokiek ekoizten dutenarekin bai unibertsitatearen erabiltzaileak ( ikasle * irakasle * azp-pas ) etxetik ekarritako olioarekin ea posible den EN14214 arautegia betetzen duen biodiesela ekoiztea ."
0,25,"Ikerkuntza honetan beste zenbait ikerkuntza arlo jorratzen ari gara * bizitza-zikloaren analisia esate baterako ."
0,26,"Honelako analisiak oso beharrezkoak dira"
0,27,"erregai baten kalitatea argi eta garbi azaltzeko ."
0,28,"Azken finean"
0,29,"gure ikerkuntzan erabili ohi dugun diesela ( petroliotik ekoizturikoa ) gure autoari bota ahal izateko"
0,30,"petrolioa bera * arauzi behar izan da *"
0,31,"petrolio gordina garraiatu *"
0,32,"petrolioa birfindegi batean ( Petronor ) distilatu *"
0,33,"eta azkenean bere distribuzioa egin ."
0,34,"Honetan guzti honetan ( sehaskatik hilobira ) zenbat energia kontsumitu den determinatzea oso garrantzitsua da"
0,35,"gure fritangako olioaren bidez lorturiko biodieselarekin konparatu ahal izateko ."
0,36,"Gure kalkuluen arabera biodiesel hauek askoz garbiago eta energetikoagoak dira"
0,37,"eta negutegi efektua sortzen duten gasen kopuru txikiagoak ditu ."
0,38,"Ezin genuke aipatu gabe utzi gure ustez biltzen ez dugun olioa fregaderatik ur araztegira doana dela *"
0,39,"eta honek izugarrizko uraren kutsadura sortzen du ."
0,40,"Honi buruzko aitzindari diren datu adierazgarri batzuk ari gara lortzen"
0,41,"eta ezagutzera emango dugu ."
0,1,"Proteomikako tekniken garapena eta erabilera ."
0,2,"Proteomika eskala handian eginiko proteinen analisia da ."
0,3,"Analisi honek atal desberdinak ditu * proteinen identifikazioa * adierazpen maila * itzulpen ondoko aldaketak eta proteinen arteko elkarrekintzak * esate baterako ."
0,4,"Bere helburua proteinen sareen eta prozesu zelular eta patologikoen ikuspegi orokorra eta integratzailea izatea da ."
0,5,"Gure taldeak proteomikaren inguruko lana bi lerrotan banatuta burutzen du ."
1,6,"Alde batetik * metodologia garatzen dugu"
1,7,"Proteomikako Ikerketa Zerbitzu Orokorrak bere eskaintza zabaldu ahal izateko ."
1,8,"Bestetik * ziklo zelularraren erregulazioan parte hartzen duen E2F2 transkripzio faktorea aztertzen dugu ikuspegi proteomikotik ."
0,9,"- Proteomikaren oinarrian proteinen identifikazioa dago ."
0,10,"Horretarako * masa espektrometriaz lortutako datuak"
0,11,"sekuentzien datu baseetan dauden proteinak identifikatzeko"
0,12,"erabiltzen ditu bilatzaile informatikoak ."
0,13,"Identifikaziorako estrategia tandem masa espektrometrian oinarritzen bada *"
0,14,"proteinen nahasturak azter daitezke ."
0,15,"Orain arte erabiltzen dugun metodologiarekin * proteina purifikatuak eta proteina konplexuen osagaiak aztertzeaz gain *"
0,16,"zelula-konpartimentu edo zelula osoen proteina erauzkinak bezalako proteina nahastura oso konplexuak azter ditzakegu"
0,17,"300-400 proteina identifikatuz ."
0,18,"Hala ere * gaur egun milaka proteina identifikatzea posible dela frogatu da"
0,19,"eta gure metodologia egokitzen ari gara"
0,20,"proteina identifikatuen kopuru horiek lortzeko asmoz ."
0,21,"- Askotan bi laginen proteina edukien arteko konparaketa egin nahi izaten da * adibidez * gaixoa / osasuntsua * farmakoren batekin tratatua / ez tratatua * eta abar ."
0,22,"Horretarako *"
0,23,"identifikatzeaz gain *"
0,24,"modu erlatiboan bada ere *"
0,25,"kuantifikatu egin behar izaten dira proteinak ."
0,26,"Adierazpen proteomika hau burutzeko"
0,27,"normalean erabili izan den metodologia bi dimentsiotako elektroforesian ( 2 DE ) oinarritu izan da ."
0,28,"Hala ere * azken urteotan * 2 DE ekiditzeko masa espektrometrian soilik oinarritzen diren estrategiak garatzen ari dira proteinen kuantifikaziorako ."
0,29,"Gure taldea metodologia hau garatzen ari da *"
0,30,"markaketarik gabeko teknikak erabiliz"
0,31,"emaitza onak lortzen ari garelarik ."
0,32,"- Fosforilazioak garrantzi handia du hainbat proteinen funtzioan ."
0,33,"Proteinen fosforilazioa ( zenbat fosforilazio eta zein aminoazidoetan ) masa espektrometriaz aztertzea ez da erraza *"
0,34,"besteak beste * estekiometria eta ionizazio efizientzia txikiak direlako ."
0,35,"Hori dela eta * analizatu aurretik fosfopeptidoak purifikatu egin behar izaten dira ."
0,36,"Horretarako titanio dioxidoan oinarritutako teknologia erabiltzen dugu ."
0,37,"- Aipatutako garapen teknologikoa E2F transkripzkio faktoreen familien azterketan aplikatzen dugu"
0,38,"Genetikako Saileko Ana Zubiagaren taldearekin kolaboratuz ."
0,39,"- Gure taldeak E2F2ren gabeziak T linfozitoen proteoman eragiten dituen aldaketak aztertu ditugu ."
0,40,"Horretarako sagu basatien eta E2F2-/- linfozitoen proteomak konparatu ditugu *"
0,41,"zelula osoko erauzkinak eta nukleotan aberastutako erauzkinak erabiliz ."
0,42,"- E2F2k hainbat proteinekin elkarrekiten du"
0,43,"bere funtzioak betetzeko ."
0,44,"Proteina horiek identifikatzea da gure beste helburu bat ."
0,45,"E2F2 eta lotuta dituen proteinak purifikatu egiten ditugu"
0,46,"konplexuen osagaiak masa espektrometriaz identifikatzeko ."
0,47,"Horretarako E2F2 espezifikoki ezagutzen dituzten antigorputzekin inmunoprezipitatutako nahasturak eta E2F2k ezagutzen duen sekuentzia duten oligonukleotidoen bidez prezipitatutako nahasturak aztertzen ari gara ."
0,1,"T linfozitoen hazkunderako bidezidor metaboliskoaren ikerketa ."
0,2,"Zelulak eta euren ingurunea hartu-eman estuen bidez daude erregulatuta ."
0,3,"Zelulen mintzetan dauden hartzaileek jasotako seinaleak bidezidor ezberdinak erabiliz"
0,4,"zelula mailan erantzunak sortzen dituzte * hala nola * gene adierazpenean aldaketak * zelula ugalketa * apoptosia * etabar ."
0,5,"Adibidez * zelulak ugaltzera bideratzen dituzten hazkuntza faktoreen hartzaileak aktibatzean *"
0,6,"zelularen barnean aldaketa fisiologikoak eragiten dituzte * hala nola * organuluak eta ADNa bikoiztea besteak beste ."
0,7,"Horretarako * prozesu horiek burutuko dituzten proteinak aktibatu edo / eta adierazi eta zelula zikloa aurrera egitea sahiesten dutenak isilarazi behar dira ."
0,8,"Zelulen prozesu hauek guztiek energia eskaera haundia dakarte ."
0,9,"Energia hori lortzeko *"
0,10,"zelulak prozesu ezberdinez baliatu daitezke * glikolisia eta fosforilazio oxidatzailea kasu ."
0,11,"Baina hazkuntza faktorea zelularen hartzailera batu ostean *"
0,12,"sortutako seinaleak eta energia lortzeko metabolismoa lotzeko bidezidorrak oraindik ez dira guztiz ulertzen ."
0,13,"Zelulen ugalketa ongi erregulatutako prozesua da *"
0,14,"kontrolik gabe hazten diren zelulek minbizia sortu dezaketen tumoreak sortzen baitituzte ."
0,15,"Hazkuntza kontrola galtzea * sarri * proteina erregulatzaileek jasandako mutazioetan oinarritua dago ."
0,16,"Identifikatutako lehenengotariko onkogenea - zelulen ugalketa modu autonomora aldatzen duen proteina - Ras GTPasa izan zen ."
0,17,"Gaur egun ugaztunetan 100-dik gora gene ezagutzen dira"
0,18,"GTPa hidrolizatzeko gai diren GTPasa monomerikoen Ras familia osatzen dutenak ."
0,19,"Zelularen fisiologia erregulatzen duten prozesu askotako bidezidorretan parte hartzen dutela jakina da ."
0,20,"Prozesu hauetako bat erantzun immunologikorako T linfozitoen aktibazioa da *"
0,21,"organismo arrotzen antigenoak ezagutzean gertatzen dena ."
0,22,"Hala ere * GTPasek T linfozitoetan IL-2 hazkuntza-faktorearen eraginpean bete dezaketen funtzioa ez da sakonki aztertua izan *"
1,23,"gure ikerketa azterketa horretan zentratu delarik ."
0,24,"Gure ikerketaren emaitzek erakusten dutenez *"
0,25,"IL-2-ak Rac1-en aktibazioa eragiten du T linfoziotetan ."
0,26,"GTPasa honek zelularen fisiologian izan dezakeen eragina aztertzeko *"
0,27,"berari loturiko proteinak bildu eta identifikatu ditugu ."
0,28,"Hurbilketa horretarako * masen espektrometria erabili dugu ."
0,29,"Horrela * glukogeno fosforilasa ( GP ) * glukogeno kateetatik glukosa molekulak askatzen dituen entzima * Rac1-en egoera aktiboari lotuta atzeman dugu ."
0,30,"Rac1 eta GP-aren artean elkarrekintza zuzena dagoela aurkitu dugu ."
0,31,"Gainera * elkarrekintza hori gertatzea beharrezkoa dela ikusi dugu IL-2ak zuzendutako GParen aktibitaterako ."
0,32,"Azkenik * GP-aren jarduera funtzionala IL-2ak eragindako hazkundean beharrezkoa dela ikusi dugu ."
0,33,"Izan ere *"
0,34,"GParen inhibitzaile baten bidez honen jarduera eragotziz gero *"
0,35,"ez baita zelulen ugalketarik gertatzen ."
0,36,"Emaitza hauek Rac1-en ekintzak bideratutako ezinbesteko lotura agertzen dute oinarrizko metabolismoaren eta zelulen ugalketaren erregulazioan ."
0,1,"Familiaren kapital sozialaren eta berrikuntzaren azterketa : & Familiaren efektua & kapital sozialean ."
1,2,"Lan honek familia-enpresen kapital soziala ikertzen du *"
0,3,"familiaren kapital sozialaren eta antolaketa-berrikuntzaren arteko harremana aztertuz ."
0,4,"Ikuspegi estruktural * erlazional * kognitibo eta & taldeen teorian & oinarrituta * aurreikusten dugu familiako kideen kapital sozialak eragin positiboa izango duela enpresaren berrikuntzan ."
0,5,"Gure hipotesia"
0,6,"familia-enpresetan kudeaketa-funtzioak betetzen dituzten pertsona elkarrizketatuen laginak aztertuz"
0,7,"frogatu dugu ."
0,8,"Halaber * gure emaitzen bidez * familia-enpresen atzean dagoen kapital soziala hobeto uler dezakegu * erakundeak talde sozial dominante batean agertu ohi diren testuinguruaren baitan ."
0,1,"Hezkuntza-erakundeen kudeaketa orekatua : EFQM ereduan oinarritutako Balanced Scorecard & akademikoa & ."
0,2,"Ohiko kontabilitate-sistema ekonomiko-finantzarioek muga nabariak dituzte"
0,3,"hezkuntza-erakundeen aldagai ez-finantzarioak kontrolatzeko ."
0,4,"Aldagai horietatik garrantzitsuena hezkuntzaren kalitatea da ."
